org,process,process_name,include
WIE,FACH,Face and Chamfer,FALSE
ENA,FACH,Face and Chamfer,FALSE
ENT,FACH,Face and Chamfer,FALSE
LOS,FANN,Full Anneal,FALSE
STO,FANN,Full Anneal,FALSE
CHA,FANN,Full Anneal,FALSE
CLE,FANN,Full Anneal,FALSE
HAI,FANN,Full Anneal,TRUE
JVL,FANN,Full Anneal,FALSE
DAL,FANN,Full Anneal,FALSE
PHI,FANN,Full Anneal,FALSE
TOR,FANN,Full Anneal,FALSE
WIN,FANN,Full Anneal,FALSE
SGP,FANN,Full Anneal,FALSE
MXQ,FANN,Full Anneal,FALSE
MTY,FANN,Full Anneal,FALSE
MXM,FANN,Full Anneal,FALSE
MCH,FANN,Full Anneal,FALSE
ASC,FANN,Full Anneal,FALSE
ADC,FANN,Full Anneal,FALSE
ATL,FANN,Full Anneal,FALSE
WIE,FANN,Full Anneal,FALSE
ENA,FANN,Full Anneal,FALSE
ENT,FANN,Full Anneal,FALSE
LOS,FLAT,Flat Task,FALSE
STO,FLAT,Flat Task,FALSE
CHA,FLAT,Flat Task,FALSE
CLE,FLAT,Flat Task,FALSE
HAI,FLAT,Flat Task,TRUE
JVL,FLAT,Flat Task,FALSE
DAL,FLAT,Flat Task,FALSE
PHI,FLAT,Flat Task,FALSE
TOR,FLAT,Flat Task,FALSE
WIN,FLAT,Flat Task,FALSE
SGP,FLAT,Flat Task,FALSE
MXQ,FLAT,Flat Task,FALSE
MTY,FLAT,Flat Task,FALSE
MXM,FLAT,Flat Task,FALSE
MCH,FLAT,Flat Task,FALSE
ASC,FLAT,Flat Task,FALSE
ADC,FLAT,Flat Task,FALSE
ATL,FLAT,Flat Task,FALSE
WIE,FLAT,Flat Task,FALSE
ENA,FLAT,Flat Task,FALSE
ENT,FLAT,Flat Task,FALSE
LOS,FMG,Forming,FALSE
STO,FMG,Forming,FALSE
CHA,FMG,Forming,FALSE
CLE,FMG,Forming,FALSE
HAI,FMG,Forming,TRUE
JVL,FMG,Forming,FALSE
DAL,FMG,Forming,FALSE
PHI,FMG,Forming,FALSE
TOR,FMG,Forming,FALSE
WIN,FMG,Forming,FALSE
SGP,FMG,Forming,FALSE
MXQ,FMG,Forming,FALSE
MTY,FMG,Forming,FALSE
MXM,FMG,Forming,FALSE
MCH,FMG,Forming,FALSE
ASC,FMG,Forming,FALSE
ADC,FMG,Forming,FALSE
ATL,FMG,Forming,FALSE
WIE,FMG,Forming,FALSE
ENA,FMG,Forming,FALSE
ENT,FMG,Forming,FALSE
LOS,GR1,Grind,FALSE
STO,GR1,Grind,FALSE
CHA,GR1,Grind,FALSE
CLE,GR1,Grind,FALSE
HAI,GR1,Grind,TRUE
JVL,GR1,Grind,FALSE
DAL,GR1,Grind,FALSE
PHI,GR1,Grind,FALSE
TOR,GR1,Grind,FALSE
WIN,GR1,Grind,FALSE
SGP,GR1,Grind,FALSE
MXQ,GR1,Grind,FALSE
MTY,GR1,Grind,FALSE
MXM,GR1,Grind,FALSE
MCH,GR1,Grind,FALSE
ASC,GR1,Grind,FALSE
ADC,GR1,Grind,FALSE
ATL,GR1,Grind,FALSE
WIE,GR1,Grind,FALSE
ENA,GR1,Grind,FALSE
ENT,GR1,Grind,FALSE
LOS,GR2,Grind,FALSE
STO,GR2,Grind,FALSE
CHA,GR2,Grind,FALSE
CLE,GR2,Grind,FALSE
HAI,GR2,Grind,TRUE
JVL,GR2,Grind,FALSE
DAL,GR2,Grind,FALSE
PHI,GR2,Grind,FALSE
TOR,GR2,Grind,FALSE
WIN,GR2,Grind,FALSE
SGP,GR2,Grind,FALSE
MXQ,GR2,Grind,FALSE
MTY,GR2,Grind,FALSE
MXM,GR2,Grind,FALSE
MCH,GR2,Grind,FALSE
ASC,GR2,Grind,FALSE
ADC,GR2,Grind,FALSE
ATL,GR2,Grind,FALSE
WIE,GR2,Grind,FALSE
ENA,GR2,Grind,FALSE
ENT,GR2,Grind,FALSE
LOS,GR3E,Grind,FALSE
STO,GR3E,Grind,FALSE
CHA,GR3E,Grind,FALSE
CLE,GR3E,Grind,FALSE
HAI,GR3E,Grind,TRUE
JVL,GR3E,Grind,FALSE
DAL,GR3E,Grind,FALSE
PHI,GR3E,Grind,FALSE
TOR,GR3E,Grind,FALSE
WIN,GR3E,Grind,FALSE
SGP,GR3E,Grind,FALSE
MXQ,GR3E,Grind,FALSE
MTY,GR3E,Grind,FALSE
MXM,GR3E,Grind,FALSE
MCH,GR3E,Grind,FALSE
ASC,GR3E,Grind,FALSE
ADC,GR3E,Grind,FALSE
ATL,GR3E,Grind,FALSE
WIE,GR3E,Grind,FALSE
ENA,GR3E,Grind,FALSE
ENT,GR3E,Grind,FALSE
LOS,GR3S,Grind,FALSE
STO,GR3S,Grind,FALSE
CHA,GR3S,Grind,FALSE
CLE,GR3S,Grind,FALSE
HAI,GR3S,Grind,TRUE
JVL,GR3S,Grind,FALSE
DAL,GR3S,Grind,FALSE
PHI,GR3S,Grind,FALSE
TOR,GR3S,Grind,FALSE
WIN,GR3S,Grind,FALSE
SGP,GR3S,Grind,FALSE
MXQ,GR3S,Grind,FALSE
MTY,GR3S,Grind,FALSE
MXM,GR3S,Grind,FALSE
MCH,GR3S,Grind,FALSE
ASC,GR3S,Grind,FALSE
ADC,GR3S,Grind,FALSE
ATL,GR3S,Grind,FALSE
WIE,GR3S,Grind,FALSE
ENA,GR3S,Grind,FALSE
ENT,GR3S,Grind,FALSE
LOS,GR4,Grind,FALSE
STO,GR4,Grind,FALSE
CHA,GR4,Grind,FALSE
CLE,GR4,Grind,FALSE
HAI,GR4,Grind,TRUE
JVL,GR4,Grind,FALSE
DAL,GR4,Grind,FALSE
PHI,GR4,Grind,FALSE
TOR,GR4,Grind,FALSE
WIN,GR4,Grind,FALSE
SGP,GR4,Grind,FALSE
MXQ,GR4,Grind,FALSE
MTY,GR4,Grind,FALSE
MXM,GR4,Grind,FALSE
MCH,GR4,Grind,FALSE
ASC,GR4,Grind,FALSE
ADC,GR4,Grind,FALSE
ATL,GR4,Grind,FALSE
WIE,GR4,Grind,FALSE
ENA,GR4,Grind,FALSE
ENT,GR4,Grind,FALSE
LOS,GREX,Grind,FALSE
STO,GREX,Grind,FALSE
CHA,GREX,Grind,FALSE
CLE,GREX,Grind,FALSE
HAI,GREX,Grind,TRUE
JVL,GREX,Grind,FALSE
DAL,GREX,Grind,FALSE
PHI,GREX,Grind,FALSE
TOR,GREX,Grind,FALSE
WIN,GREX,Grind,FALSE
SGP,GREX,Grind,FALSE
MXQ,GREX,Grind,FALSE
MTY,GREX,Grind,FALSE
MXM,GREX,Grind,FALSE
MCH,GREX,Grind,FALSE
ASC,GREX,Grind,FALSE
ADC,GREX,Grind,FALSE
ATL,GREX,Grind,FALSE
WIE,GREX,Grind,FALSE
ENA,GREX,Grind,FALSE
ENT,GREX,Grind,FALSE
LOS,H32I,Hurco DCX32i Vertical Machining Center,FALSE
STO,H32I,Hurco DCX32i Vertical Machining Center,FALSE
CHA,H32I,Hurco DCX32i Vertical Machining Center,FALSE
CLE,H32I,Hurco DCX32i Vertical Machining Center,FALSE
HAI,H32I,Hurco DCX32i Vertical Machining Center,TRUE
JVL,H32I,Hurco DCX32i Vertical Machining Center,FALSE
DAL,H32I,Hurco DCX32i Vertical Machining Center,FALSE
PHI,H32I,Hurco DCX32i Vertical Machining Center,FALSE
TOR,H32I,Hurco DCX32i Vertical Machining Center,FALSE
WIN,H32I,Hurco DCX32i Vertical Machining Center,FALSE
SGP,H32I,Hurco DCX32i Vertical Machining Center,FALSE
MXQ,H32I,Hurco DCX32i Vertical Machining Center,FALSE
MTY,H32I,Hurco DCX32i Vertical Machining Center,FALSE
MXM,H32I,Hurco DCX32i Vertical Machining Center,FALSE
MCH,H32I,Hurco DCX32i Vertical Machining Center,FALSE
ASC,H32I,Hurco DCX32i Vertical Machining Center,FALSE
ADC,H32I,Hurco DCX32i Vertical Machining Center,FALSE
ATL,H32I,Hurco DCX32i Vertical Machining Center,FALSE
WIE,H32I,Hurco DCX32i Vertical Machining Center,FALSE
ENA,H32I,Hurco DCX32i Vertical Machining Center,FALSE
ENT,H32I,Hurco DCX32i Vertical Machining Center,FALSE
LOS,HBV,Hand Beveling,FALSE
STO,HBV,Hand Beveling,FALSE
CHA,HBV,Hand Beveling,FALSE
CLE,HBV,Hand Beveling,FALSE
HAI,HBV,Hand Beveling,TRUE
JVL,HBV,Hand Beveling,FALSE
DAL,HBV,Hand Beveling,FALSE
PHI,HBV,Hand Beveling,FALSE
TOR,HBV,Hand Beveling,FALSE
WIN,HBV,Hand Beveling,FALSE
SGP,HBV,Hand Beveling,FALSE
MXQ,HBV,Hand Beveling,FALSE
MTY,HBV,Hand Beveling,FALSE
MXM,HBV,Hand Beveling,FALSE
MCH,HBV,Hand Beveling,FALSE
ASC,HBV,Hand Beveling,FALSE
ADC,HBV,Hand Beveling,FALSE
ATL,HBV,Hand Beveling,FALSE
WIE,HBV,Hand Beveling,FALSE
ENA,HBV,Hand Beveling,FALSE
ENT,HBV,Hand Beveling,FALSE
LOS,HWK,Goodrich Rohr Process,FALSE
STO,HWK,Goodrich Rohr Process,FALSE
CHA,HWK,Goodrich Rohr Process,FALSE
CLE,HWK,Goodrich Rohr Process,FALSE
HAI,HWK,Goodrich Rohr Process,FALSE
JVL,HWK,Goodrich Rohr Process,FALSE
DAL,HWK,Goodrich Rohr Process,FALSE
PHI,HWK,Goodrich Rohr Process,FALSE
TOR,HWK,Goodrich Rohr Process,FALSE
WIN,HWK,Goodrich Rohr Process,FALSE
SGP,HWK,Goodrich Rohr Process,FALSE
MXQ,HWK,Goodrich Rohr Process,FALSE
MTY,HWK,Goodrich Rohr Process,FALSE
MXM,HWK,Goodrich Rohr Process,TRUE
MCH,HWK,Goodrich Rohr Process,FALSE
ASC,HWK,Goodrich Rohr Process,FALSE
ADC,HWK,Goodrich Rohr Process,FALSE
ATL,HWK,Goodrich Rohr Process,FALSE
WIE,HWK,Goodrich Rohr Process,FALSE
ENA,HWK,Goodrich Rohr Process,FALSE
ENT,HWK,Goodrich Rohr Process,FALSE
LOS,IN01,Inspection 1,FALSE
STO,IN01,Inspection 1,FALSE
CHA,IN01,Inspection 1,FALSE
CLE,IN01,Inspection 1,FALSE
HAI,IN01,Inspection 1,TRUE
JVL,IN01,Inspection 1,FALSE
DAL,IN01,Inspection 1,FALSE
PHI,IN01,Inspection 1,FALSE
TOR,IN01,Inspection 1,FALSE
WIN,IN01,Inspection 1,FALSE
SGP,IN01,Inspection 1,FALSE
MXQ,IN01,Inspection 1,FALSE
MTY,IN01,Inspection 1,FALSE
MXM,IN01,Inspection 1,FALSE
MCH,IN01,Inspection 1,FALSE
ASC,IN01,Inspection 1,FALSE
ADC,IN01,Inspection 1,FALSE
ATL,IN01,Inspection 1,FALSE
WIE,IN01,Inspection 1,FALSE
ENA,IN01,Inspection 1,FALSE
ENT,IN01,Inspection 1,FALSE
LOS,IN02,Inspection 2,FALSE
STO,IN02,Inspection 2,FALSE
CHA,IN02,Inspection 2,FALSE
CLE,IN02,Inspection 2,FALSE
HAI,IN02,Inspection 2,TRUE
JVL,IN02,Inspection 2,FALSE
DAL,IN02,Inspection 2,FALSE
PHI,IN02,Inspection 2,FALSE
TOR,IN02,Inspection 2,FALSE
WIN,IN02,Inspection 2,FALSE
SGP,IN02,Inspection 2,FALSE
MXQ,IN02,Inspection 2,FALSE
MTY,IN02,Inspection 2,FALSE
MXM,IN02,Inspection 2,FALSE
MCH,IN02,Inspection 2,FALSE
ASC,IN02,Inspection 2,FALSE
ADC,IN02,Inspection 2,FALSE
ATL,IN02,Inspection 2,FALSE
WIE,IN02,Inspection 2,FALSE
ENA,IN02,Inspection 2,FALSE
ENT,IN02,Inspection 2,FALSE
LOS,IN03,Inspection 3,FALSE
STO,IN03,Inspection 3,FALSE
CHA,IN03,Inspection 3,FALSE
CLE,IN03,Inspection 3,FALSE
HAI,IN03,Inspection 3,TRUE
JVL,IN03,Inspection 3,FALSE
DAL,IN03,Inspection 3,FALSE
PHI,IN03,Inspection 3,FALSE
TOR,IN03,Inspection 3,FALSE
WIN,IN03,Inspection 3,FALSE
SGP,IN03,Inspection 3,FALSE
MXQ,IN03,Inspection 3,FALSE
MTY,IN03,Inspection 3,FALSE
MXM,IN03,Inspection 3,FALSE
MCH,IN03,Inspection 3,FALSE
ASC,IN03,Inspection 3,FALSE
ADC,IN03,Inspection 3,FALSE
ATL,IN03,Inspection 3,FALSE
WIE,IN03,Inspection 3,FALSE
ENA,IN03,Inspection 3,FALSE
ENT,IN03,Inspection 3,FALSE
LOS,IN04,Inspection 4,FALSE
STO,IN04,Inspection 4,FALSE
CHA,IN04,Inspection 4,FALSE
CLE,IN04,Inspection 4,FALSE
HAI,IN04,Inspection 4,TRUE
JVL,IN04,Inspection 4,FALSE
DAL,IN04,Inspection 4,FALSE
PHI,IN04,Inspection 4,FALSE
TOR,IN04,Inspection 4,FALSE
WIN,IN04,Inspection 4,FALSE
SGP,IN04,Inspection 4,FALSE
MXQ,IN04,Inspection 4,FALSE
MTY,IN04,Inspection 4,FALSE
MXM,IN04,Inspection 4,FALSE
MCH,IN04,Inspection 4,FALSE
ASC,IN04,Inspection 4,FALSE
ADC,IN04,Inspection 4,FALSE
ATL,IN04,Inspection 4,FALSE
WIE,IN04,Inspection 4,FALSE
ENA,IN04,Inspection 4,FALSE
ENT,IN04,Inspection 4,FALSE
LOS,IN05,Inspection 5,FALSE
STO,IN05,Inspection 5,FALSE
CHA,IN05,Inspection 5,FALSE
CLE,IN05,Inspection 5,FALSE
HAI,IN05,Inspection 5,TRUE
JVL,IN05,Inspection 5,FALSE
DAL,IN05,Inspection 5,FALSE
PHI,IN05,Inspection 5,FALSE
TOR,IN05,Inspection 5,FALSE
WIN,IN05,Inspection 5,FALSE
SGP,IN05,Inspection 5,FALSE
MXQ,IN05,Inspection 5,FALSE
MTY,IN05,Inspection 5,FALSE
MXM,IN05,Inspection 5,FALSE
MCH,IN05,Inspection 5,FALSE
ASC,IN05,Inspection 5,FALSE
ADC,IN05,Inspection 5,FALSE
ATL,IN05,Inspection 5,FALSE
WIE,IN05,Inspection 5,FALSE
ENA,IN05,Inspection 5,FALSE
ENT,IN05,Inspection 5,FALSE
LOS,IN06,Inspection 6,FALSE
STO,IN06,Inspection 6,FALSE
CHA,IN06,Inspection 6,FALSE
CLE,IN06,Inspection 6,FALSE
HAI,IN06,Inspection 6,TRUE
JVL,IN06,Inspection 6,FALSE
DAL,IN06,Inspection 6,FALSE
PHI,IN06,Inspection 6,FALSE
TOR,IN06,Inspection 6,FALSE
WIN,IN06,Inspection 6,FALSE
SGP,IN06,Inspection 6,FALSE
MXQ,IN06,Inspection 6,FALSE
MTY,IN06,Inspection 6,FALSE
MXM,IN06,Inspection 6,FALSE
MCH,IN06,Inspection 6,FALSE
ASC,IN06,Inspection 6,FALSE
ADC,IN06,Inspection 6,FALSE
ATL,IN06,Inspection 6,FALSE
WIE,IN06,Inspection 6,FALSE
ENA,IN06,Inspection 6,FALSE
ENT,IN06,Inspection 6,FALSE
LOS,IN07,Inspection 7,FALSE
STO,IN07,Inspection 7,FALSE
CHA,IN07,Inspection 7,FALSE
CLE,IN07,Inspection 7,FALSE
HAI,IN07,Inspection 7,TRUE
JVL,IN07,Inspection 7,FALSE
DAL,IN07,Inspection 7,FALSE
PHI,IN07,Inspection 7,FALSE
TOR,IN07,Inspection 7,FALSE
WIN,IN07,Inspection 7,FALSE
SGP,IN07,Inspection 7,FALSE
MXQ,IN07,Inspection 7,FALSE
MTY,IN07,Inspection 7,FALSE
MXM,IN07,Inspection 7,FALSE
MCH,IN07,Inspection 7,FALSE
ASC,IN07,Inspection 7,FALSE
ADC,IN07,Inspection 7,FALSE
ATL,IN07,Inspection 7,FALSE
WIE,IN07,Inspection 7,FALSE
ENA,IN07,Inspection 7,FALSE
ENT,IN07,Inspection 7,FALSE
LOS,IN08,Inspection 8,FALSE
STO,IN08,Inspection 8,FALSE
CHA,IN08,Inspection 8,FALSE
CLE,IN08,Inspection 8,FALSE
HAI,IN08,Inspection 8,TRUE
JVL,IN08,Inspection 8,FALSE
DAL,IN08,Inspection 8,FALSE
PHI,IN08,Inspection 8,FALSE
TOR,IN08,Inspection 8,FALSE
WIN,IN08,Inspection 8,FALSE
SGP,IN08,Inspection 8,FALSE
MXQ,IN08,Inspection 8,FALSE
MTY,IN08,Inspection 8,FALSE
MXM,IN08,Inspection 8,FALSE
MCH,IN08,Inspection 8,FALSE
ASC,IN08,Inspection 8,FALSE
ADC,IN08,Inspection 8,FALSE
ATL,IN08,Inspection 8,FALSE
WIE,IN08,Inspection 8,FALSE
ENA,IN08,Inspection 8,FALSE
ENT,IN08,Inspection 8,FALSE
LOS,IN09,Inspection 9,FALSE
STO,IN09,Inspection 9,FALSE
CHA,IN09,Inspection 9,FALSE
CLE,IN09,Inspection 9,FALSE
HAI,IN09,Inspection 9,TRUE
JVL,IN09,Inspection 9,FALSE
DAL,IN09,Inspection 9,FALSE
PHI,IN09,Inspection 9,FALSE
TOR,IN09,Inspection 9,FALSE
WIN,IN09,Inspection 9,FALSE
SGP,IN09,Inspection 9,FALSE
MXQ,IN09,Inspection 9,FALSE
MTY,IN09,Inspection 9,FALSE
MXM,IN09,Inspection 9,FALSE
MCH,IN09,Inspection 9,FALSE
ASC,IN09,Inspection 9,FALSE
ADC,IN09,Inspection 9,FALSE
ATL,IN09,Inspection 9,FALSE
WIE,IN09,Inspection 9,FALSE
ENA,IN09,Inspection 9,FALSE
ENT,IN09,Inspection 9,FALSE
LOS,IN10,Inspection 10,FALSE
STO,IN10,Inspection 10,FALSE
CHA,IN10,Inspection 10,FALSE
CLE,IN10,Inspection 10,FALSE
HAI,IN10,Inspection 10,TRUE
JVL,IN10,Inspection 10,FALSE
DAL,IN10,Inspection 10,FALSE
PHI,IN10,Inspection 10,FALSE
TOR,IN10,Inspection 10,FALSE
WIN,IN10,Inspection 10,FALSE
SGP,IN10,Inspection 10,FALSE
MXQ,IN10,Inspection 10,FALSE
MTY,IN10,Inspection 10,FALSE
MXM,IN10,Inspection 10,FALSE
MCH,IN10,Inspection 10,FALSE
ASC,IN10,Inspection 10,FALSE
ADC,IN10,Inspection 10,FALSE
ATL,IN10,Inspection 10,FALSE
WIE,IN10,Inspection 10,FALSE
ENA,IN10,Inspection 10,FALSE
ENT,IN10,Inspection 10,FALSE
LOS,IN11,Inspection 11,FALSE
STO,IN11,Inspection 11,FALSE
CHA,IN11,Inspection 11,FALSE
CLE,IN11,Inspection 11,FALSE
HAI,IN11,Inspection 11,TRUE
JVL,IN11,Inspection 11,FALSE
DAL,IN11,Inspection 11,FALSE
PHI,IN11,Inspection 11,FALSE
TOR,IN11,Inspection 11,FALSE
WIN,IN11,Inspection 11,FALSE
SGP,IN11,Inspection 11,FALSE
MXQ,IN11,Inspection 11,FALSE
MTY,IN11,Inspection 11,FALSE
MXM,IN11,Inspection 11,FALSE
MCH,IN11,Inspection 11,FALSE
ASC,IN11,Inspection 11,FALSE
ADC,IN11,Inspection 11,FALSE
ATL,IN11,Inspection 11,FALSE
WIE,IN11,Inspection 11,FALSE
ENA,IN11,Inspection 11,FALSE
ENT,IN11,Inspection 11,FALSE
LOS,IN12,Inspection 12,FALSE
STO,IN12,Inspection 12,FALSE
CHA,IN12,Inspection 12,FALSE
CLE,IN12,Inspection 12,FALSE
HAI,IN12,Inspection 12,TRUE
JVL,IN12,Inspection 12,FALSE
DAL,IN12,Inspection 12,FALSE
PHI,IN12,Inspection 12,FALSE
TOR,IN12,Inspection 12,FALSE
WIN,IN12,Inspection 12,FALSE
SGP,IN12,Inspection 12,FALSE
MXQ,IN12,Inspection 12,FALSE
MTY,IN12,Inspection 12,FALSE
MXM,IN12,Inspection 12,FALSE
MCH,IN12,Inspection 12,FALSE
ASC,IN12,Inspection 12,FALSE
ADC,IN12,Inspection 12,FALSE
ATL,IN12,Inspection 12,FALSE
WIE,IN12,Inspection 12,FALSE
ENA,IN12,Inspection 12,FALSE
ENT,IN12,Inspection 12,FALSE
LOS,IN13,Inspection 13,FALSE
STO,IN13,Inspection 13,FALSE
CHA,IN13,Inspection 13,FALSE
CLE,IN13,Inspection 13,FALSE
HAI,IN13,Inspection 13,TRUE
JVL,IN13,Inspection 13,FALSE
DAL,IN13,Inspection 13,FALSE
PHI,IN13,Inspection 13,FALSE
TOR,IN13,Inspection 13,FALSE
WIN,IN13,Inspection 13,FALSE
SGP,IN13,Inspection 13,FALSE
MXQ,IN13,Inspection 13,FALSE
MTY,IN13,Inspection 13,FALSE
MXM,IN13,Inspection 13,FALSE
MCH,IN13,Inspection 13,FALSE
ASC,IN13,Inspection 13,FALSE
ADC,IN13,Inspection 13,FALSE
ATL,IN13,Inspection 13,FALSE
WIE,IN13,Inspection 13,FALSE
ENA,IN13,Inspection 13,FALSE
ENT,IN13,Inspection 13,FALSE
LOS,IN14,Inspection 14,FALSE
STO,IN14,Inspection 14,FALSE
CHA,IN14,Inspection 14,FALSE
CLE,IN14,Inspection 14,FALSE
HAI,IN14,Inspection 14,TRUE
JVL,IN14,Inspection 14,FALSE
DAL,IN14,Inspection 14,FALSE
PHI,IN14,Inspection 14,FALSE
TOR,IN14,Inspection 14,FALSE
WIN,IN14,Inspection 14,FALSE
SGP,IN14,Inspection 14,FALSE
MXQ,IN14,Inspection 14,FALSE
MTY,IN14,Inspection 14,FALSE
MXM,IN14,Inspection 14,FALSE
MCH,IN14,Inspection 14,FALSE
ASC,IN14,Inspection 14,FALSE
ADC,IN14,Inspection 14,FALSE
ATL,IN14,Inspection 14,FALSE
WIE,IN14,Inspection 14,FALSE
ENA,IN14,Inspection 14,FALSE
ENT,IN14,Inspection 14,FALSE
LOS,IN15,Inspection 15,FALSE
STO,IN15,Inspection 15,FALSE
CHA,IN15,Inspection 15,FALSE
CLE,IN15,Inspection 15,FALSE
HAI,IN15,Inspection 15,TRUE
JVL,IN15,Inspection 15,FALSE
DAL,IN15,Inspection 15,FALSE
PHI,IN15,Inspection 15,FALSE
TOR,IN15,Inspection 15,FALSE
WIN,IN15,Inspection 15,FALSE
SGP,IN15,Inspection 15,FALSE
MXQ,IN15,Inspection 15,FALSE
MTY,IN15,Inspection 15,FALSE
MXM,IN15,Inspection 15,FALSE
MCH,IN15,Inspection 15,FALSE
ASC,IN15,Inspection 15,FALSE
ADC,IN15,Inspection 15,FALSE
ATL,IN15,Inspection 15,FALSE
WIE,IN15,Inspection 15,FALSE
ENA,IN15,Inspection 15,FALSE
ENT,IN15,Inspection 15,FALSE
LOS,IN16,Inspection 16,FALSE
STO,IN16,Inspection 16,FALSE
CHA,IN16,Inspection 16,FALSE
CLE,IN16,Inspection 16,FALSE
HAI,IN16,Inspection 16,TRUE
JVL,IN16,Inspection 16,FALSE
DAL,IN16,Inspection 16,FALSE
PHI,IN16,Inspection 16,FALSE
TOR,IN16,Inspection 16,FALSE
WIN,IN16,Inspection 16,FALSE
SGP,IN16,Inspection 16,FALSE
MXQ,IN16,Inspection 16,FALSE
MTY,IN16,Inspection 16,FALSE
MXM,IN16,Inspection 16,FALSE
MCH,IN16,Inspection 16,FALSE
ASC,IN16,Inspection 16,FALSE
ADC,IN16,Inspection 16,FALSE
ATL,IN16,Inspection 16,FALSE
WIE,IN16,Inspection 16,FALSE
ENA,IN16,Inspection 16,FALSE
ENT,IN16,Inspection 16,FALSE
LOS,IN17,Inspection 17,FALSE
STO,IN17,Inspection 17,FALSE
CHA,IN17,Inspection 17,FALSE
CLE,IN17,Inspection 17,FALSE
HAI,IN17,Inspection 17,TRUE
JVL,IN17,Inspection 17,FALSE
DAL,IN17,Inspection 17,FALSE
PHI,IN17,Inspection 17,FALSE
TOR,IN17,Inspection 17,FALSE
WIN,IN17,Inspection 17,FALSE
SGP,IN17,Inspection 17,FALSE
MXQ,IN17,Inspection 17,FALSE
MTY,IN17,Inspection 17,FALSE
MXM,IN17,Inspection 17,FALSE
MCH,IN17,Inspection 17,FALSE
ASC,IN17,Inspection 17,FALSE
ADC,IN17,Inspection 17,FALSE
ATL,IN17,Inspection 17,FALSE
WIE,IN17,Inspection 17,FALSE
ENA,IN17,Inspection 17,FALSE
ENT,IN17,Inspection 17,FALSE
LOS,IN18,Inspection 18,FALSE
STO,IN18,Inspection 18,FALSE
CHA,IN18,Inspection 18,FALSE
CLE,IN18,Inspection 18,FALSE
HAI,IN18,Inspection 18,TRUE
JVL,IN18,Inspection 18,FALSE
DAL,IN18,Inspection 18,FALSE
PHI,IN18,Inspection 18,FALSE
TOR,IN18,Inspection 18,FALSE
WIN,IN18,Inspection 18,FALSE
SGP,IN18,Inspection 18,FALSE
MXQ,IN18,Inspection 18,FALSE
MTY,IN18,Inspection 18,FALSE
MXM,IN18,Inspection 18,FALSE
MCH,IN18,Inspection 18,FALSE
ASC,IN18,Inspection 18,FALSE
ADC,IN18,Inspection 18,FALSE
ATL,IN18,Inspection 18,FALSE
WIE,IN18,Inspection 18,FALSE
ENA,IN18,Inspection 18,FALSE
ENT,IN18,Inspection 18,FALSE
LOS,IN19,Inspection 19,FALSE
STO,IN19,Inspection 19,FALSE
CHA,IN19,Inspection 19,FALSE
CLE,IN19,Inspection 19,FALSE
HAI,IN19,Inspection 19,TRUE
JVL,IN19,Inspection 19,FALSE
DAL,IN19,Inspection 19,FALSE
PHI,IN19,Inspection 19,FALSE
TOR,IN19,Inspection 19,FALSE
WIN,IN19,Inspection 19,FALSE
SGP,IN19,Inspection 19,FALSE
MXQ,IN19,Inspection 19,FALSE
MTY,IN19,Inspection 19,FALSE
MXM,IN19,Inspection 19,FALSE
MCH,IN19,Inspection 19,FALSE
ASC,IN19,Inspection 19,FALSE
ADC,IN19,Inspection 19,FALSE
ATL,IN19,Inspection 19,FALSE
WIE,IN19,Inspection 19,FALSE
ENA,IN19,Inspection 19,FALSE
ENT,IN19,Inspection 19,FALSE
LOS,IN20,Inspection 20,FALSE
STO,IN20,Inspection 20,FALSE
CHA,IN20,Inspection 20,FALSE
CLE,IN20,Inspection 20,FALSE
HAI,IN20,Inspection 20,TRUE
JVL,IN20,Inspection 20,FALSE
DAL,IN20,Inspection 20,FALSE
PHI,IN20,Inspection 20,FALSE
TOR,IN20,Inspection 20,FALSE
WIN,IN20,Inspection 20,FALSE
SGP,IN20,Inspection 20,FALSE
MXQ,IN20,Inspection 20,FALSE
MTY,IN20,Inspection 20,FALSE
MXM,IN20,Inspection 20,FALSE
MCH,IN20,Inspection 20,FALSE
ASC,IN20,Inspection 20,FALSE
ADC,IN20,Inspection 20,FALSE
ATL,IN20,Inspection 20,FALSE
WIE,IN20,Inspection 20,FALSE
ENA,IN20,Inspection 20,FALSE
ENT,IN20,Inspection 20,FALSE
LOS,IN21,Inspection 21,FALSE
STO,IN21,Inspection 21,FALSE
CHA,IN21,Inspection 21,FALSE
CLE,IN21,Inspection 21,FALSE
HAI,IN21,Inspection 21,TRUE
JVL,IN21,Inspection 21,FALSE
DAL,IN21,Inspection 21,FALSE
PHI,IN21,Inspection 21,FALSE
TOR,IN21,Inspection 21,FALSE
WIN,IN21,Inspection 21,FALSE
SGP,IN21,Inspection 21,FALSE
MXQ,IN21,Inspection 21,FALSE
MTY,IN21,Inspection 21,FALSE
MXM,IN21,Inspection 21,FALSE
MCH,IN21,Inspection 21,FALSE
ASC,IN21,Inspection 21,FALSE
ADC,IN21,Inspection 21,FALSE
ATL,IN21,Inspection 21,FALSE
WIE,IN21,Inspection 21,FALSE
ENA,IN21,Inspection 21,FALSE
ENT,IN21,Inspection 21,FALSE
LOS,INS,Inspection,FALSE
STO,INS,Inspection,FALSE
CHA,INS,Inspection,FALSE
CLE,INS,Inspection,FALSE
HAI,INS,Inspection,TRUE
