item,wpl_uom,wpl
420938,KGS_PER_MT,0.256
420939,KGS_PER_MT,0.3706
420940,KGS_PER_MT,0.0699
420941,KGS_PER_MT,0.3274
420942,KGS_PER_MT,0.0536
420943,KGS_PER_MT,1.2277
420944,KGS_PER_MT,0.2113
420945,KGS_PER_MT,0.1116
420946,KGS_PER_MT,0.189
420947,KGS_PER_MT,0.0536
420948,KGS_PER_MT,0.7843
420949,KGS_PER_MT,1.5685
420950,KGS_PER_MT,0.4345
420951,KGS_PER_MT,0.567
420952,KGS_PER_MT,0.2649
420953,KGS_PER_MT,0.372
420954,KGS_PER_MT,0.378
420955,KGS_PER_MT,1.9331
420956,KGS_PER_MT,0.1488
420957,KGS_PER_MT,0.0923
420958,KGS_PER_MT,0.122
420959,KGS_PER_MT,0.3269
420960,KGS_PER_MT,1.8349
420961,KGS_PER_MT,0.6295
420962,KGS_PER_MT,0.1548
420963,KGS_PER_MT,46.0885
420964,KGS_PER_MT,0.0635
420965,KGS_PER_MT,0.0682
420966,KGS_PER_MT,1.0425
420967,KGS_PER_MT,0.1905
420968,KGS_PER_MT,0.128
420969,KGS_PER_MT,0.1229
420970,KGS_PER_MT,0.0339
420971,KGS_PER_MT,0.1105
420972,KGS_PER_MT,0.0604
420973,KGS_PER_MT,0.1698
420974,KGS_PER_MT,0.2487
420975,KGS_PER_MT,0.4358
420976,KGS_PER_MT,0.4673
420977,KGS_PER_MT,0.3933
420978,KGS_PER_MT,5.9661
420979,KGS_PER_MT,0.0536
420980,KGS_PER_MT,0.0893
420981,KGS_PER_MT,0.0342
420982,KGS_PER_MT,0.9658
420983,KGS_PER_MT,0.256
420984,KGS_PER_MT,0.2098
420985,KGS_PER_MT,0.256
420986,KGS_PER_MT,0.0729
420987,KGS_PER_MT,0.6667
420988,KGS_PER_MT,0.3155
420989,KGS_PER_MT,0.1086
420990,KGS_PER_MT,0.1563
420991,KGS_PER_MT,0.3229
420992,KGS_PER_MT,0.1384
420993,KGS_PER_MT,0.0417
420994,KGS_PER_MT,0.1548
420995,KGS_PER_MT,1.3289
420996,KGS_PER_MT,0.1104
420997,KGS_PER_MT,0.1503
420998,KGS_PER_MT,0.1875
420999,KGS_PER_MT,0.2262
421000,KGS_PER_MT,0.8929
421001,KGS_PER_MT,0.1488
421002,KGS_PER_MT,0.0342
421003,KGS_PER_MT,0.0536
421004,KGS_PER_MT,0.0536
421005,KGS_PER_MT,0.1659
421006,KGS_PER_MT,0.0893
421007,KGS_PER_MT,0.1131
421008,KGS_PER_MT,0.311
421009,KGS_PER_MT,0.5432
421010,KGS_PER_MT,0.6831
421011,KGS_PER_MT,0.125
421012,KGS_PER_MT,0.0432
421013,KGS_PER_MT,0.0595
421014,KGS_PER_MT,0.2336
421015,KGS_PER_MT,0.2336
421016,KGS_PER_MT,0.186
421017,KGS_PER_MT,0.2947
421018,KGS_PER_MT,0.3854
421019,KGS_PER_MT,0.189
421020,KGS_PER_MT,0.0878
421021,KGS_PER_MT,0.0729
421022,KGS_PER_MT,0.2217
421023,KGS_PER_MT,0.4673
421024,KGS_PER_MT,0.2217
421025,KGS_PER_MT,0.4673
421026,KGS_PER_MT,0.0923
421027,KGS_PER_MT,0.3869
421028,KGS_PER_MT,0.1622
421029,KGS_PER_MT,0.197
421030,KGS_PER_MT,0.0714
421031,KGS_PER_MT,0.1086
421032,KGS_PER_MT,0.183
421033,KGS_PER_MT,0.264
421034,KGS_PER_MT,0.0253
421035,KGS_PER_MT,0.2083
421036,KGS_PER_MT,0.0342
421037,KGS_PER_MT,0.0536
421038,KGS_PER_MT,0.0714
421039,KGS_PER_MT,0.1075
421040,KGS_PER_MT,0.2694
421041,KGS_PER_MT,0.186
421042,KGS_PER_MT,0.1352
421043,KGS_PER_MT,0.064
421044,KGS_PER_MT,0.5625
421045,KGS_PER_MT,2.1474
421046,KGS_PER_MT,0.253
421047,KGS_PER_MT,0.0655
421048,KGS_PER_MT,0.1726
421049,KGS_PER_MT,0.1384
421050,KGS_PER_MT,124.5728
421051,KGS_PER_MT,0.0604
421052,KGS_PER_MT,0.4673
421053,KGS_PER_MT,0.8021
421054,KGS_PER_MT,0.061
421055,KGS_PER_MT,0.1131
421056,KGS_PER_MT,0.4063
421057,KGS_PER_MT,3.6773
421058,KGS_PER_MT,0.0997
421059,KGS_PER_MT,5.786
421060,KGS_PER_MT,3.3171
421061,KGS_PER_MT,1.4778
421062,KGS_PER_MT,0.7322
421063,KGS_PER_MT,0.1801
421065,KGS_PER_MT,0.4688
421066,KGS_PER_MT,0.6965
421067,KGS_PER_MT,0.29015885
421068,KGS_PER_MT,0.30947945
421069,KGS_PER_MT,0.3675412
421070,KGS_PER_MT,0.1101
421071,KGS_PER_MT,0.1845
421072,KGS_PER_MT,0.2619
421073,KGS_PER_MT,0.5655
421074,KGS_PER_MT,0.4896
421075,KGS_PER_MT,0.3125
421076,KGS_PER_MT,0.3765
421077,KGS_PER_MT,1.2709
421078,KGS_PER_MT,2.1585
421079,KGS_PER_MT,0.0417
421080,KGS_PER_MT,0.0655
421081,KGS_PER_MT,0.0893
421082,KGS_PER_MT,0.0417
421083,KGS_PER_MT,0.0893
421084,KGS_PER_MT,0.0908
421085,KGS_PER_MT,0.2798
421086,KGS_PER_MT,0.375
421087,KGS_PER_MT,0.192
421088,KGS_PER_MT,0.2619
421089,KGS_PER_MT,0.3319
421090,KGS_PER_MT,0.3244
421091,KGS_PER_MT,0.4018
421092,KGS_PER_MT,0.823
421093,KGS_PER_MT,0.9643
421094,KGS_PER_MT,1.1042
421095,KGS_PER_MT,1.5849
421096,KGS_PER_MT,2.0299
421097,KGS_PER_MT,0.5045
421098,KGS_PER_MT,0.7605
421100,KGS_PER_MT,2.3766
421101,KGS_PER_MT,0.7724
421102,KGS_PER_MT,0.0952
421103,KGS_PER_MT,0.7724
421104,KGS_PER_MT,0.0317
421105,KGS_PER_MT,1.1042
421106,KGS_PER_MT,0.0759
421107,KGS_PER_MT,0.3378
421108,KGS_PER_MT,0.375
421109,KGS_PER_MT,0.2649
421110,KGS_PER_MT,0.4226
421111,KGS_PER_MT,0.2649
421112,KGS_PER_MT,0.2336
421113,KGS_PER_MT,1.128
421114,KGS_PER_MT,0.2619
421115,KGS_PER_MT,0.1697
421116,KGS_PER_MT,7.1878
421117,KGS_PER_MT,5.2681
421118,KGS_PER_MT,0.3125
421119,KGS_PER_MT,0.0997
421120,KGS_PER_MT,1.1638
421121,KGS_PER_MT,1.2263
421122,KGS_PER_MT,0.0417
421123,KGS_PER_MT,13.7447
421124,KGS_PER_MT,0.0819
421125,KGS_PER_MT,0.0699
421126,KGS_PER_MT,1.0759
421127,KGS_PER_MT,0.0249
421128,KGS_PER_MT,1.3334
421129,KGS_PER_MT,0.884
421130,KGS_PER_MT,0.034
421131,KGS_PER_MT,0.7039
421132,KGS_PER_MT,0.4896
450001,KGS_PER_SQM,1.781
450002,KGS_PER_SQM,1.781
450003,KGS_PER_SQM,1.781
450004,KGS_PER_SQM,1.781
450005,KGS_PER_SQM,1.7351
450006,KGS_PER_SQM,1.7807912
450007,KGS_PER_SQM,1.781
450008,KGS_PER_SQM,1.781
450009,KGS_PER_SQM,1.781
450010,KGS_PER_SQM,3.168027
450011,KGS_PER_SQM,5.5994
450012,KGS_PER_SQM,9.0995
450013,KGS_PER_SQM,2.2795
450014,KGS_PER_SQM,2.2795
450015,KGS_PER_SQM,2.2795
450016,KGS_PER_SQM,2.2795
450017,KGS_PER_SQM,2.1956646
450018,KGS_PER_SQM,2.1959
450019,KGS_PER_SQM,2.2795
450020,KGS_PER_SQM,2.2795
450021,KGS_PER_SQM,2.1959
450022,KGS_PER_SQM,2.1868
450023,KGS_PER_SQM,2.1959
450024,KGS_PER_SQM,2.1956646
450025,KGS_PER_SQM,2.2795
450026,KGS_PER_SQM,2.27925505
450027,KGS_PER_SQM,2.27925505
450028,KGS_PER_SQM,2.2795
450029,KGS_PER_SQM,2.2795
450030,KGS_PER_SQM,2.2795
450031,KGS_PER_SQM,2.8351
450032,KGS_PER_SQM,3.3328
450033,KGS_PER_SQM,17.7803
450034,KGS_PER_SQM,4.4098
450035,KGS_PER_SQM,0.5681554
450036,KGS_PER_SQM,6.5434
450037,KGS_PER_SQM,2.5624
450038,KGS_PER_SQM,5.68934165
450039,KGS_PER_SQM,6.9551
450040,KGS_PER_SQM,1.4136
450041,KGS_PER_SQM,2.8239
450042,KGS_PER_SQM,3.5308
450043,KGS_PER_SQM,8.9602
450044,KGS_PER_SQM,4.4491
450045,KGS_PER_SQM,2.2598
450046,KGS_PER_SQM,3.8924
450047,KGS_PER_SQM,3.8924
450048,KGS_PER_SQM,3.8924
450049,KGS_PER_SQM,3.33590855
450050,KGS_PER_SQM,3.33533595
450051,KGS_PER_SQM,0.8544
450052,KGS_PER_SQM,0.8544
450053,KGS_PER_SQM,0.8544
450054,KGS_PER_SQM,0.8543085
450055,KGS_PER_SQM,3.3357213
450056,KGS_PER_SQM,11.11762045
450057,KGS_PER_SQM,2.2246
450058,KGS_PER_SQM,8.8952
450059,KGS_PER_SQM,4.4479
450060,KGS_PER_SQM,1.2397
450061,KGS_PER_SQM,2.8453
450062,KGS_PER_SQM,2.76495725
450063,KGS_PER_SQM,2.8453
450064,KGS_PER_SQM,2.7653
450065,KGS_PER_SQM,2.8453
450066,KGS_PER_SQM,2.8453
450067,KGS_PER_SQM,2.8453
450068,KGS_PER_SQM,2.8453
450069,KGS_PER_SQM,2.8453
450070,KGS_PER_SQM,2.8453
450071,KGS_PER_SQM,2.8453
450072,KGS_PER_SQM,2.8453
450073,KGS_PER_SQM,2.8453
450074,KGS_PER_SQM,2.8453
450075,KGS_PER_SQM,2.8453
450076,KGS_PER_SQM,2.8453
450077,KGS_PER_SQM,2.8174
450078,KGS_PER_SQM,3.3431
450079,KGS_PER_SQM,3.3431
450080,KGS_PER_SQM,3.34268815
450081,KGS_PER_SQM,8.8251
450082,KGS_PER_SQM,3.52589375
450083,KGS_PER_SQM,11.765
450084,KGS_PER_SQM,1.9485
450085,KGS_PER_SQM,2.4690227
450087,KGS_PER_SQM,3.4136827
450088,KGS_PER_SQM,11.3799859
450089,KGS_PER_SQM,6.11509635
450090,KGS_PER_SQM,3.3357
450091,KGS_PER_SQM,3.5574816
450092,KGS_PER_SQM,3.5579
450093,KGS_PER_SQM,3.5579
450094,KGS_PER_SQM,3.5309
450095,KGS_PER_SQM,3.5579
450096,KGS_PER_SQM,3.5579
450097,KGS_PER_SQM,3.5579
450098,KGS_PER_SQM,3.5579
450099,KGS_PER_SQM,3.5579
450100,KGS_PER_SQM,3.5579
450101,KGS_PER_SQM,3.447
450102,KGS_PER_SQM,3.5574816
450103,KGS_PER_SQM,3.5579
450104,KGS_PER_SQM,3.4289
450105,KGS_PER_SQM,3.5579
450106,KGS_PER_SQM,3.5579
450107,KGS_PER_SQM,3.5579
450108,KGS_PER_SQM,3.5579
450109,KGS_PER_SQM,3.5579
450110,KGS_PER_SQM,3.9851
450111,KGS_PER_SQM,3.9851
450112,KGS_PER_SQM,3.9851
450113,KGS_PER_SQM,4.4853
450114,KGS_PER_SQM,4.4847678
450115,KGS_PER_SQM,4.4853
450116,KGS_PER_SQM,4.4853
450117,KGS_PER_SQM,4.4853
450118,KGS_PER_SQM,4.4853
450119,KGS_PER_SQM,4.4847678
450120,KGS_PER_SQM,4.4853
450121,KGS_PER_SQM,4.4853
450122,KGS_PER_SQM,4.32
450123,KGS_PER_SQM,4.4853
450124,KGS_PER_SQM,4.4853
450125,KGS_PER_SQM,4.4853
450126,KGS_PER_SQM,4.4853
450127,KGS_PER_SQM,5.0554059
450128,KGS_PER_SQM,4.8799
450129,KGS_PER_SQM,5.056
450130,KGS_PER_SQM,5.056
450131,KGS_PER_SQM,4.87931575
450132,KGS_PER_SQM,5.056
450133,KGS_PER_SQM,5.056
450134,KGS_PER_SQM,5.056
450135,KGS_PER_SQM,5.056
450136,KGS_PER_SQM,5.056
450137,KGS_PER_SQM,5.056
450138,KGS_PER_SQM,5.056
450139,KGS_PER_SQM,1.1422
450140,KGS_PER_SQM,1.1422
450141,KGS_PER_SQM,1.1422
450142,KGS_PER_SQM,1.1422
450143,KGS_PER_SQM,1.1422
450144,KGS_PER_SQM,1.14207965
450145,KGS_PER_SQM,1.1422
450146,KGS_PER_SQM,1.1422
450147,KGS_PER_SQM,5.6956
450148,KGS_PER_SQM,5.6956
450149,KGS_PER_SQM,5.6956
450150,KGS_PER_SQM,5.6956
450151,KGS_PER_SQM,5.6956
450152,KGS_PER_SQM,5.4815
450153,KGS_PER_SQM,5.6956
450154,KGS_PER_SQM,5.6956
450155,KGS_PER_SQM,5.6956
450156,KGS_PER_SQM,5.6956
450157,KGS_PER_SQM,5.5034
450158,KGS_PER_SQM,5.6956
450159,KGS_PER_SQM,5.6949209
450160,KGS_PER_SQM,5.6896
450161,KGS_PER_SQM,5.6896
450162,KGS_PER_SQM,6.3662
450163,KGS_PER_SQM,11.9476695
450164,KGS_PER_SQM,6.3662
450165,KGS_PER_SQM,6.3374
450166,KGS_PER_SQM,6.409
450167,KGS_PER_SQM,6.40823945
450168,KGS_PER_SQM,6.409
450169,KGS_PER_SQM,6.409
450170,KGS_PER_SQM,6.409
450171,KGS_PER_SQM,6.409
450172,KGS_PER_SQM,6.409
450173,KGS_PER_SQM,7.1207
450174,KGS_PER_SQM,7.1198675
450175,KGS_PER_SQM,7.1207
450176,KGS_PER_SQM,7.1207
450177,KGS_PER_SQM,7.1207
450178,KGS_PER_SQM,6.88521615
450179,KGS_PER_SQM,7.1207
450180,KGS_PER_SQM,7.1207
450181,KGS_PER_SQM,7.1207
450182,KGS_PER_SQM,7.1207
450183,KGS_PER_SQM,6.886
450184,KGS_PER_SQM,7.1207
450185,KGS_PER_SQM,7.1217
450186,KGS_PER_SQM,7.1207
450187,KGS_PER_SQM,1.4251
450188,KGS_PER_SQM,1.4251
450189,KGS_PER_SQM,1.4251
450190,KGS_PER_SQM,1.38245365
450191,KGS_PER_SQM,1.4251
450192,KGS_PER_SQM,1.4249466
450193,KGS_PER_SQM,1.38245365
450194,KGS_PER_SQM,1.4251
450195,KGS_PER_SQM,1.3826
450196,KGS_PER_SQM,1.4251
450197,KGS_PER_SQM,1.4251
450198,KGS_PER_SQM,8.89575445
450199,KGS_PER_SQM,8.8968
450200,KGS_PER_SQM,8.8968
450201,KGS_PER_SQM,8.8968
450202,KGS_PER_SQM,8.8968
450203,KGS_PER_SQM,8.8968
450204,KGS_PER_SQM,8.8968
450205,KGS_PER_SQM,8.6200962
450206,KGS_PER_SQM,8.89575445
450207,KGS_PER_SQM,8.8968
450208,KGS_PER_SQM,8.6211
450209,KGS_PER_SQM,8.8968
450210,KGS_PER_SQM,8.8968
450211,KGS_PER_SQM,8.8968
450212,KGS_PER_SQM,10.67816375
450213,KGS_PER_SQM,11.3911
450214,KGS_PER_SQM,11.3911
450215,KGS_PER_SQM,11.3911
450216,KGS_PER_SQM,11.3911
450217,KGS_PER_SQM,11.3911
450218,KGS_PER_SQM,13.5288
450219,KGS_PER_SQM,13.5272535
450220,KGS_PER_SQM,13.5288
450221,KGS_PER_SQM,8.88949125
450222,KGS_PER_SQM,1.6683
450223,KGS_PER_SQM,2.2242
450224,KGS_PER_SQM,2.2242
450225,KGS_PER_SQM,2.2239237
450226,KGS_PER_SQM,2.2242
450227,KGS_PER_SQM,2.2239237
450228,KGS_PER_SQM,2.1282
450229,KGS_PER_SQM,8.3968
450230,KGS_PER_SQM,8.3958242
450231,KGS_PER_SQM,8.1878595
450232,KGS_PER_SQM,2.78
450233,KGS_PER_SQM,2.78
450234,KGS_PER_SQM,4.4475
450235,KGS_PER_SQM,4.4475
450236,KGS_PER_SQM,4.4475
450237,KGS_PER_SQM,4.4475
450238,KGS_PER_SQM,4.4475
450239,KGS_PER_SQM,6.95
450240,KGS_PER_SQM,6.9491991
450241,KGS_PER_SQM,13.9
450242,KGS_PER_SQM,13.9
450243,KGS_PER_SQM,8.33822225
450244,KGS_PER_SQM,2.77986865
450245,KGS_PER_SQM,2.7802
450246,KGS_PER_SQM,3.3358
450247,KGS_PER_SQM,3.3358
450248,KGS_PER_SQM,3.3358
450249,KGS_PER_SQM,3.3358
450250,KGS_PER_SQM,4.4804
450251,KGS_PER_SQM,1.2435
450252,KGS_PER_SQM,1.23594075
450253,KGS_PER_SQM,1.22686055
450254,KGS_PER_SQM,1.22286165
450255,KGS_PER_SQM,1.227137
450256,KGS_PER_SQM,7.9539698
450257,KGS_PER_SQM,7.9539698
450258,KGS_PER_SQM,7.9539698
450259,KGS_PER_SQM,7.9549
450260,KGS_PER_SQM,7.9549
450261,KGS_PER_SQM,7.9549
450262,KGS_PER_SQM,12.449
450263,KGS_PER_SQM,2.458822
450264,KGS_PER_SQM,9.74107135
450265,KGS_PER_SQM,9.8583
450266,KGS_PER_SQM,9.85717855
450267,KGS_PER_SQM,9.8583
450268,KGS_PER_SQM,9.8583
450269,KGS_PER_SQM,9.8583
450270,KGS_PER_SQM,9.85717855
450271,KGS_PER_SQM,9.8583
450272,KGS_PER_SQM,9.85717855
450273,KGS_PER_SQM,9.85715465
450274,KGS_PER_SQM,12.5402
450275,KGS_PER_SQM,12.5402
450276,KGS_PER_SQM,12.5387507
450277,KGS_PER_SQM,12.5387507
450278,KGS_PER_SQM,12.5402
450279,KGS_PER_SQM,12.5387507
450280,KGS_PER_SQM,12.5402
450281,KGS_PER_SQM,12.5402
450282,KGS_PER_SQM,12.5387507
450283,KGS_PER_SQM,14.1063643
450284,KGS_PER_SQM,14.1063643
450285,KGS_PER_SQM,15.9109
450286,KGS_PER_SQM,15.90904545
450287,KGS_PER_SQM,15.9109
450288,KGS_PER_SQM,15.9109
450289,KGS_PER_SQM,15.9109
450290,KGS_PER_SQM,15.90904545
450291,KGS_PER_SQM,15.9109
450292,KGS_PER_SQM,17.90082505
450293,KGS_PER_SQM,17.9029
450294,KGS_PER_SQM,17.9029
450295,KGS_PER_SQM,24.8902
450296,KGS_PER_SQM,24.8873151
450297,KGS_PER_SQM,24.8902
450298,KGS_PER_SQM,20.4831
450299,KGS_PER_SQM,20.4831
450300,KGS_PER_SQM,20.4831
450301,KGS_PER_SQM,20.4831
450302,KGS_PER_SQM,3.2646
450303,KGS_PER_SQM,3.2646
450304,KGS_PER_SQM,3.2646
450305,KGS_PER_SQM,15.6013
450306,KGS_PER_SQM,7.3743
450307,KGS_PER_SQM,5.7344
450308,KGS_PER_SQM,3.9829
450309,KGS_PER_SQM,3.9829
450310,KGS_PER_SQM,3.9829
450311,KGS_PER_SQM,3.9829
450312,KGS_PER_SQM,3.9829
450313,KGS_PER_SQM,3.9829
450314,KGS_PER_SQM,3.9829
450315,KGS_PER_SQM,3.2033454
450316,KGS_PER_SQM,13.09928015
450317,KGS_PER_SQM,4.9297
450318,KGS_PER_SQM,4.9297
450319,KGS_PER_SQM,4.9297
450320,KGS_PER_SQM,4.9297
450321,KGS_PER_SQM,4.9297
450322,KGS_PER_SQM,5.0564
450323,KGS_PER_SQM,1.18734765
450324,KGS_PER_SQM,5937347.253
450325,KGS_PER_SQM,1.2201
450326,KGS_PER_SQM,1.18734765
450327,KGS_PER_SQM,1.2201
450328,KGS_PER_SQM,5.7464
450329,KGS_PER_SQM,2.46453265
450330,KGS_PER_SQM,16.423017
450331,KGS_PER_SQM,16.4225
450332,KGS_PER_SQM,5.7344
450333,KGS_PER_SQM,1.2277
450334,KGS_PER_SQM,11.50025035
450335,KGS_PER_SQM,5.1407
450336,KGS_PER_SQM,12.3325
450337,KGS_PER_SQM,7.3938
450338,KGS_PER_SQM,6.3937
450339,KGS_PER_SQM,6.39293755
450340,KGS_PER_SQM,6.3937
450341,KGS_PER_SQM,6.39293755
450342,KGS_PER_SQM,6.39293755
450343,KGS_PER_SQM,6.3937
450344,KGS_PER_SQM,10.2687334
450345,KGS_PER_SQM,7.21926145
450346,KGS_PER_SQM,1.4326
450347,KGS_PER_SQM,3.60718575
450348,KGS_PER_SQM,13.5306304
450349,KGS_PER_SQM,10.3966
450350,KGS_PER_SQM,4.1136
450351,KGS_PER_SQM,13.5341
450352,KGS_PER_SQM,5.41323405
450353,KGS_PER_SQM,5.4146
450354,KGS_PER_SQM,2.4559
450355,KGS_PER_SQM,3.6838
450356,KGS_PER_SQM,13.5097
450357,KGS_PER_SQM,5.3246728
450358,KGS_PER_SQM,19.9252
450359,KGS_PER_SQM,10.7218
450360,KGS_PER_SQM,1.9147
450361,KGS_PER_SQM,1.9144937
450362,KGS_PER_SQM,5.99407535
450363,KGS_PER_SQM,27.7981
450364,KGS_PER_SQM,111.1632714
450365,KGS_PER_SQM,166.7743372
450366,KGS_PER_SQM,55.5929743
450367,KGS_PER_SQM,152.866842
450368,KGS_PER_SQM,152.8814326
450369,KGS_PER_SQM,83.37736045
450370,KGS_PER_SQM,97.28228935
450371,KGS_PER_SQM,152.8657467
450372,KGS_PER_SQM,152.9035601
450373,KGS_PER_SQM,111.1930828
450374,KGS_PER_SQM,175.0943023
450375,KGS_PER_SQM,69.47419455
450376,KGS_PER_SQM,166.7696555
450377,KGS_PER_SQM,257.548
450378,KGS_PER_SQM,17.76976085
450379,KGS_PER_SQM,32.5324
450380,KGS_PER_SQM,97.24786445
450381,KGS_PER_SQM,97.293
450382,KGS_PER_SQM,54.2143641
450383,KGS_PER_SQM,17.7797
450384,KGS_PER_SQM,17.7776526
450385,KGS_PER_SQM,53.3405
450386,KGS_PER_SQM,33.6006
450387,KGS_PER_SQM,22.2395
450388,KGS_PER_SQM,69.4973
450389,KGS_PER_SQM,69.4973
450390,KGS_PER_SQM,69.4973
450391,KGS_PER_SQM,69.4973
450392,KGS_PER_SQM,70.0057
450393,KGS_PER_SQM,69.48929425
450394,KGS_PER_SQM,44.1446
450395,KGS_PER_SQM,44.1394929
450396,KGS_PER_SQM,44.47384045
450397,KGS_PER_SQM,55.5979
450398,KGS_PER_SQM,55.5979
450399,KGS_PER_SQM,55.59147215
450400,KGS_PER_SQM,55.5979
450401,KGS_PER_SQM,4.8202
450402,KGS_PER_SQM,0.1797
450403,KGS_PER_SQM,2.8115
450404,KGS_PER_SQM,0.3575
450405,KGS_PER_SQM,0.19195105
450406,KGS_PER_SQM,0.2247
450407,KGS_PER_SQM,0.2247
450408,KGS_PER_SQM,0.1797
450409,KGS_PER_SQM,0.1797
450410,KGS_PER_SQM,0.1797
450411,KGS_PER_SQM,0.1797
450412,KGS_PER_SQM,0.1797
450413,KGS_PER_SQM,0.1797
450414,KGS_PER_SQM,0.337
450415,KGS_PER_SQM,0.337
450425,KGS_PER_SQM,2.4796451
450426,KGS_PER_SQM,5.6817178
450427,KGS_PER_SQM,5.6817178
450428,KGS_PER_SQM,4.5456
450429,KGS_PER_SQM,3.5495
450430,KGS_PER_SQM,1.8358
450431,KGS_PER_SQM,8.8934
450432,KGS_PER_SQM,143.3895752
450433,KGS_PER_SQM,4.9801
450434,KGS_PER_SQM,10.05033535
450435,KGS_PER_SQM,5.5074
450436,KGS_PER_SQM,3.3201
450437,KGS_PER_SQM,6.36506275
450596,KGS_PER_SQM,2.69375665
450600,KGS_PER_SQM,2.41262085
450601,KGS_PER_SQM,8.04225095
450602,KGS_PER_SQM,6.77182605
450603,KGS_PER_SQM,12.668
450604,KGS_PER_SQM,1.1249
450605,KGS_PER_SQM,2.2498
450606,KGS_PER_SQM,1.6199
450607,KGS_PER_SQM,4.4736
450608,KGS_PER_SQM,7.9756
450609,KGS_PER_SQM,15.9512
450702,KGS_PER_SQM,22.144
450703,KGS_PER_SQM,33.2159
450704,KGS_PER_SQM,44.2879
450705,KGS_PER_SQM,55.3599
450706,KGS_PER_SQM,9.0701834
450707,KGS_PER_SQM,70.2990986
450708,KGS_PER_SQM,83.0398
450709,KGS_PER_SQM,83.0398
450710,KGS_PER_SQM,88.5758
450711,KGS_PER_SQM,96.8772
450712,KGS_PER_SQM,96.8797
450713,KGS_PER_SQM,105.1838
450714,KGS_PER_SQM,110.7198
450715,KGS_PER_SQM,124.5597
450716,KGS_PER_SQM,66.13010565
450717,KGS_PER_SQM,138.3997
450718,KGS_PER_SQM,138.3997
450719,KGS_PER_SQM,152.2397
450720,KGS_PER_SQM,152.2397
450721,KGS_PER_SQM,152.2397
450722,KGS_PER_SQM,166.0796
450723,KGS_PER_SQM,166.0796
450724,KGS_PER_SQM,174.3836
450725,KGS_PER_SQM,174.3836
450726,KGS_PER_SQM,193.7596
450727,KGS_PER_SQM,31.7453795
450728,KGS_PER_SQM,193.7588
450729,KGS_PER_SQM,207.5995
450730,KGS_PER_SQM,249.1194
450731,KGS_PER_SQM,421.7936
450732,KGS_PER_SQM,69.19188795
450733,KGS_PER_SQM,83.03022495
450734,KGS_PER_SQM,110.7198
450735,KGS_PER_SQM,138.3837259
450736,KGS_PER_SQM,166.0604482
450737,KGS_PER_SQM,332.1209512
450738,KGS_PER_SQM,35.8563
450739,KGS_PER_SQM,35.8566
450740,KGS_PER_SQM,53.7849
450741,KGS_PER_SQM,71.7132
450742,KGS_PER_SQM,89.6415
450743,KGS_PER_SQM,90.3473
450744,KGS_PER_SQM,98.8174
450745,KGS_PER_SQM,112.9341
450746,KGS_PER_SQM,127.0509
450747,KGS_PER_SQM,141.1677
450748,KGS_PER_SQM,141.1679
450749,KGS_PER_SQM,141.1679
450750,KGS_PER_SQM,155.2845
450751,KGS_PER_SQM,169.4012
450752,KGS_PER_SQM,169.4012
450753,KGS_PER_SQM,179.2828
450754,KGS_PER_SQM,179.283
450755,KGS_PER_SQM,184.017
450756,KGS_PER_SQM,197.2108
450757,KGS_PER_SQM,197.2114
450758,KGS_PER_SQM,197.6348
450759,KGS_PER_SQM,197.6347
450760,KGS_PER_SQM,197.6349
450761,KGS_PER_SQM,197.6355
450762,KGS_PER_SQM,197.6119174
450763,KGS_PER_SQM,197.6348
450764,KGS_PER_SQM,226.4185
450765,KGS_PER_SQM,250.968524
450766,KGS_PER_SQM,254.1019
450767,KGS_PER_SQM,254.1023
450768,KGS_PER_SQM,254.1015
450769,KGS_PER_SQM,254.1015
450770,KGS_PER_SQM,254.1018
450771,KGS_PER_SQM,254.1018
450772,KGS_PER_SQM,271.4867
450773,KGS_PER_SQM,282.3354
450774,KGS_PER_SQM,310.5686
450775,KGS_PER_SQM,322.6720743
450776,KGS_PER_SQM,338.8024
450777,KGS_PER_SQM,338.8024
450778,KGS_PER_SQM,353.7789
450779,KGS_PER_SQM,367.0363
450780,KGS_PER_SQM,367.0367
450781,KGS_PER_SQM,367.0358
450782,KGS_PER_SQM,395.2238981
450783,KGS_PER_SQM,395.2235834
450784,KGS_PER_SQM,409.3863
450785,KGS_PER_SQM,409.3861
450786,KGS_PER_SQM,423.5031
450787,KGS_PER_SQM,423.4546069
450788,KGS_PER_SQM,423.5028
450789,KGS_PER_SQM,430.2294491
450790,KGS_PER_SQM,430.2793
450791,KGS_PER_SQM,479.9704
450792,KGS_PER_SQM,564.6054394
450793,KGS_PER_SQM,564.6071712
450794,KGS_PER_SQM,564.6036434
450795,KGS_PER_SQM,564.6723
450796,KGS_PER_SQM,564.6706
450797,KGS_PER_SQM,71.00249235
450798,KGS_PER_SQM,71.0101
450799,KGS_PER_SQM,142.0202
450800,KGS_PER_SQM,177.5048061
450802,KGS_PER_SQM,33.5481
450803,KGS_PER_SQM,33.5455
450804,KGS_PER_SQM,33.5482
450805,KGS_PER_SQM,69.8917
450806,KGS_PER_SQM,69.88375265
450807,KGS_PER_SQM,83.8702
450808,KGS_PER_SQM,89.4616
450809,KGS_PER_SQM,89.4616
450810,KGS_PER_SQM,106.5152
450811,KGS_PER_SQM,111.827
450812,KGS_PER_SQM,125.8053
450813,KGS_PER_SQM,139.7837
